38989831,3,xp4BxrQwLhWQc15KuCBgvJgITxP5XF,41534022,60.534409550076916,CN
13773556,2,hYMb9YD5wjLq3Cqo91sTtyBvN5bH39,50725380,55.72571996346568,US
12278493,2,nR8eHuJXZtPcTcRkF6pmMCy9NhJnOn,58275969,26.343167898901854,0
98851197,0,eYEJpyOrsm0w1SGtVaH8MgaxTLu2ZR,34328717,99.07572763932906,US
72261543,3,1ZJJV8XY9MMxqLOaWNpuaRLXcfaHJi,62451862,34.627879512372814,IN
71880785,0,0c6d5IcYza46BaAZdMuFN2zNcXvDoD,692168,75.29269792698533,IN
38498306,0,ixLJOeaZjuquZZwJ1zik2sQBa7Vn66,56206027,80.77114263296947,PT
24159613,3,8noAfwyswjYOXLcW3FPP5XTJQIZqDq,16670987,29.571494891902084,DE
36635337,1,HXHml5J8tYJvscOMdOwjzpPw5ohwHp,81468843,22.262153073070955,JP
50227183,4,LdSGXqzJLKBoJzcQWYWpf0mIj9kKQk,43856472,19.224494679809123,RO
2786714,3,5PlCJ9iVfVLQBZ0UfaBz0tBqntPnxX,32013543,22.73877406269286,IN
87462467,0,s9fveKpilAMYCC8JGzh8dhbh3kD8jm,75226824,9.93843631174558,PT
33947949,0,BoGbXwz6Q2iyVHCv0cjAaH2VCJbUxD,3758837,72.68649436014239,US
44147299,2,g0TXaAulrbh0qemtYfIFxq9TBKpnQY,54527627,51.91652183743979,UK
86529187,0,vUHJZiCRRwY9FC1R6KiMaLx7cAAfFQ,74211792,18.04832132370914,PT
79045219,4,VMB0ljoTuL2SFimukStGmzYWFE5tIx,48675758,95.71667988652972,CN
82445150,3,bea9cvuBpOmlfisgNd4FvEJE9C990T,57819923,20.141036058940955,PT
69632805,2,tlQ1CnizDL4XjTDZrSBo1Q1vFPaCLN,338010,4.872194094927885,UK
1303230,1,T7yXYoqWyRbjzhnbmyFbBFE3mJ3gk2,15002110,99.6904370701699,US
55936180,2,klIwNeE0ehIi8tD8RdAr1DMBTHI84X,39844630,34.22853971998244,PT
94951063,0,JOC2P33eqn25GNBfR3oXRyaAPO6xO6,31662316,36.75657321032405,CN
81267258,1,2eztmGYNSYNnhLgwZS2liZvxBGTxOU,30583873,66.65439062636617,IN
2297151,3,eMw0nbI1a57OVxO2UCUyG342hMNcNw,93711224,78.9682120725018,FR
12637545,0,hCD6DyRqIRDnXef0e3ppVMfXLOQlFU,14654698,78.54895101207113,FR
386007,0,cWO5ZIyoXSzjDDGsqPw1kO66DeA53A,28302690,73.6234890280921,DE
84504591,0,ouGgHRHHOrutmzhAe9CyOilvJbKJQW,72996672,85.22665892634144,PT
